NBC,,,,,,,,,,,,,,,,,,,,,,,F280,,,,,,,,,,,,,,,,,,,,,
Location,Prov,Elev (m),Latitude,Longitude,Elevation (m),January 2.5% DB (°C),January 1% DB (°C),July 2.5% DB (°C),July 2.5% WB (°C),Future July 2.5% DB (°C),Degree-Days below 18 °C,15 min. Rain (mm),"One day rain, 1/50 (mm)",Annual Rain (mm),Moist Index,Annual total precipitation (mm),"Driving rain wind pressures (Pa), 1/5","S_s Snow Load (kPa), 1/5","S_r Snow Load (kPa), 1/5","Hourly wind pressures (kPa), 1/10","Hourly wind pressures (kPa), 1/50",Climate_Zone,City,Region,DegDay,DHDBT,DCDBT,Strange,OHR,DGTEMP,JanWind,JulWind,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Lévis,QC,50,46.8,-71.18,50,-25,-28,28,22,32,5050,20,107,920,1,1200,160,3.3,0.6,0.32,0.41,CZ7A,Lévis,QC,5050,-25,28,10,14,7,12,8,-12,-9,-3,4,12,17,20,19,15,7,1,-6
Québec,QC,120,46.8,-71.23,120,-25,-28,28,22,32,5080,20,107,925,1,1210,200,3.6,0.6,0.32,0.41,CZ7A,Québec,QC,5080,-25,28,10,14,7,12,8,-12,-9,-3,4,12,17,20,19,15,7,1,-6
Ste-Foy,QC,115,46.78,-71.28,115,-25,-28,28,23,32,5100,20,107,940,1.1,1200,180,3.7,0.6,0.32,0.41,CZ7A,Ste-Foy,QC,5100,-25,28,10,16,7,12,8,-12,-9,-3,4,12,17,20,19,15,7,1,-6
Sillery,QC,10,46.77,-71.25,10,-25,-28,28,23,32,5070,20,107,930,1.1,1200,200,3.1,0.6,0.32,0.41,CZ7A,Sillery,QC,5070,-25,28,10,16,7,12,8,-12,-9,-3,4,12,17,20,19,15,7,1,-6
Richmond,QC,150,45.67,-72.15,150,-25,-27,29,22,33,4700,23,96,870,1,1060,160,2.4,0.6,0.25,0.32,CZ6,Richmond,BC,2800,-7,27,7,11,11,11,11,4,5,7,10,13,16,18,18,15,10,6,4
Rimouski,QC,30,48.43,-68.55,30,-25,-27,26,20,30,5300,18,91,640,0.8,890,200,3.8,0.4,0.41,0.52,CZ7A,Rimouski,QC,5300,-25,26,10,12,7,20,13,-12,-10,-4,3,10,15,18,17,12,6,0,-8
Rivière-du-Loup,QC,55,47.83,-69.53,55,-25,-27,26,21,30,5380,18,91,660,0.8,900,180,3.5,0.6,0.39,0.5,CZ7A,Rivière-du-Loup,QC,5380,-25,26,9,14,7,11,8,-12,-10,-5,2,9,15,17,17,12,6,0,-7
Roberval,QC,100,48.52,-72.23,100,-31,-33,28,21,32,5750,22,91,590,0.8,910,140,3.5,0.3,0.27,0.35,CZ7A,Roberval,QC,5750,-31,28,10,13,6,14,13,-16,-14,-7,2,10,16,18,17,12,6,-2,-11
Rock-Island,QC,160,45.04,-72.1,160,-25,-27,29,23,33,4850,23,91,900,1,1125,160,2,0.4,0.27,0.35,CZ6,Rock-Island,QC,4850,-25,29,11,15,8,10,8,-10,-9,-3,5,12,16,19,18,13,7,1,-7
Rosemère,QC,25,45.63,-73.8,25,-24,-26,29,23,33,4550,23,96,840,1,1050,160,2.6,0.4,0.31,0.4,CZ6,Rosemère,QC,4550,-24,29,11,15,9,13,11,-10,-9,-3,6,13,18,21,20,15,8,2,-7
Rouyn,QC,300,48.23,-79.02,300,-33,-36,29,21,33,6050,20,91,650,0.8,900,100,3.1,0.3,0.27,0.35,CZ7B,Rouyn,QC,6050,-33,29,10,12,6,12,12,-16,-13,-6,2,10,16,18,17,13,5,-3,-10
Saguenay,QC,10,48.43,-71.07,10,-30,-32,28,22,32,5700,18,86,710,0.9,975,140,2.7,0.4,0.28,0.36,CZ7A,Saguenay,QC,5700,-30,28,11,14,6,16,11,-15,-14,-5,3,11,17,19,18,12,6,-1,-12
Saguenay (Bagotville),QC,5,48.35,-70.88,5,-31,-33,28,21,32,5700,18,86,690,0.9,925,160,2.7,0.4,0.3,0.38,CZ7A,Saguenay (Bagotville),QC,5700,-31,28,11,13,6,16,11,-16,-13,-6,2,10,16,18,17,12,5,-2,-10
Saguenay (Jonquière),QC,135,48.42,-71.22,135,-30,-32,28,22,32,5650,18,86,710,0.9,925,160,3.1,0.4,0.27,0.35,CZ7A,Saguenay (Jonquière),QC,5650,-30,28,11,14,6,15,12,-15,-13,-6,2,10,16,18,17,13,6,-1,-9
Saguenay (Kenogami),QC,140,48.42,-71.25,140,-30,-32,28,22,32,5650,18,86,690,0.9,925,160,3.1,0.4,0.27,0.35,CZ7A,Saguenay (Kenogami),QC,5650,-30,28,11,14,6,15,12,-15,-13,-6,2,10,16,18,17,13,6,-1,-9
Ste-Agathe-des-Monts,QC,360,46.05,-74.28,360,-28,-30,28,22,32,5390,23,96,820,1,1170,140,3.4,0.4,0.27,0.35,CZ7A,Ste-Agathe-des-Monts,QC,5390,-28,28,11,14,7,12,9,-13,-10,-5,3,11,15,18,16,12,6,-1,-10
Saint-Eustache,QC,35,45.56,-73.9,35,-25,-27,29,23,33,4500,23,96,820,0.9,1025,160,2.4,0.4,0.29,0.37,CZ6,Saint-Eustache,QC,4500,-25,29,9,15,9,17,12,-10,-9,-3,6,13,18,21,20,15,8,2,-7
St-Félicien,QC,105,48.65,-72.45,105,-32,-34,28,22,32,5850,22,91,570,0.8,900,140,3.5,0.3,0.27,0.35,CZ7A,St-Félicien,QC,5850,-32,28,12,14,6,15,12,-17,-15,-7,2,10,16,18,17,12,6,-3,-12
St-Georges-de-Cacouna,QC,35,47.92,-69.5,35,-25,-27,26,21,30,5400,18,91,660,0.9,925,180,3.2,0.6,0.39,0.5,CZ7A,St-Georges-de-Cacouna,QC,5400,-25,26,9,14,7,11,8,-12,-10,-5,2,9,15,17,17,12,6,0,-7
St-Hubert,QC,25,45.5,-73.42,25,-24,-26,30,23,34,4490,23,91,820,0.9,1020,180,2.5,0.4,0.34,0.44,CZ6,St-Hubert,QC,4490,-24,30,11,15,9,18,13,-10,-8,-2,6,13,18,21,20,15,8,2,-6
St-Hubert-de-Rivière-du-Loup,QC,310,47.82,-69.15,310,-26,-28,26,21,30,5520,22,91,740,0.9,1025,180,4.4,0.6,0.31,0.4,CZ7A,St-Hubert-de-Rivière-du-Loup,QC,5520,-26,26,11,14,6,11,8,-15,-13,-6,1,9,15,17,16,11,5,-2,-11
St-Hyacinthe,QC,35,45.62,-72.95,35,-24,-27,30,23,34,4500,21,91,840,1,1030,160,2.3,0.4,0.27,0.35,CZ6,St-Hyacinthe,QC,4500,-24,30,11,15,9,13,9,-11,-9,-3,6,13,19,21,20,15,8,1,-7
Saint-Jean-sur-Richelieu,QC,35,45.31,-73.26,35,-24,-26,29,23,33,4450,23,91,880,1,1010,180,2.2,0.4,0.32,0.41,CZ6,Saint-Jean-sur-Richelieu,QC,4450,-24,29,11,15,9,14,10,-10,-8,-2,6,13,18,21,20,15,8,2,-6
St-Jérôme,QC,95,45.78,-74,95,-26,-28,29,23,33,4820,23,96,830,1,1025,160,2.7,0.4,0.29,0.37,CZ6,St-Jérôme,QC,4820,-26,29,11,15,9,13,8,-12,-10,-4,5,12,17,20,18,13,7,0,-8
St-Jovite,QC,230,46.12,-74.6,230,-29,-31,28,22,32,5250,23,96,810,1,1025,160,2.8,0.4,0.26,0.33,CZ7A,St-Jovite,QC,5250,-29,28,14,14,7,5,5,-12,-11,-4,3,11,16,18,17,13,6,0,-8
St-Lazare-Hudson,QC,60,45.4,-74.14,60,-24,-26,30,23,34,4520,23,96,750,0.9,950,180,2.3,0.4,0.33,0.42,CZ6,St-Lazare-Hudson,QC,4520,-24,30,13,15,8,15,11,-13,-10,-3,5,12,17,20,18,13,7,0,-8
St-Nicolas,QC,65,46.7,-71.4,65,-25,-28,28,22,32,4990,20,102,890,1,1200,200,3.5,0.6,0.33,0.42,CZ6,St-Nicolas,QC,4990,-25,28,10,14,7,14,9,-12,-9,-3,4,12,17,20,19,15,7,1,-6
Salaberry-de-Valleyfield,QC,50,45.25,-74.13,50,-23,-25,29,23,33,4400,23,96,760,0.9,900,180,2.3,0.4,0.33,0.42,CZ6,Salaberry-de-Valleyfield,QC,4400,-23,29,10,15,9,14,10,-10,-8,-2,6,14,19,21,20,15,8,2,-6
Schefferville,QC,550,54.8,-66.83,550,-37,-39,24,16,28,8550,13,64,410,0.8,800,180,4.5,0.3,0.33,0.42,CZ8,Schefferville,QC,8550,-37,24,9,8,1,16,15,-24,-23,-16,-7,2,9,13,12,7,-1,-9,-18
Senneterre,QC,310,48.38,-77.23,310,-34,-36,29,21,33,6180,22,91,740,0.9,925,100,3.3,0.3,0.25,0.32,CZ7B,Senneterre,QC,6180,-34,29,13,12,6,13,11,-19,-16,-9,1,9,14,17,15,10,4,-4,-14
Sept-Îles,QC,5,50.2,-66.38,5,-29,-31,24,18,28,6200,15,106,760,1,1125,300,4.1,0.4,0.42,0.54,CZ7B,Sept-Îles,QC,6200,-29,24,8,10,6,16,12,-15,-14,-7,0,6,12,15,15,10,4,-3,-10
Shawinigan,QC,60,46.55,-72.75,60,-26,-29,29,23,33,5050,22,102,820,1,1050,180,3.1,0.4,0.27,0.35,CZ7A,Shawinigan,QC,5050,-26,29,11,15,8,10,9,-13,-11,-4,4,12,17,20,18,13,7,0,-9
Shawville,QC,170,45.6,-76.48,170,-27,-30,30,23,34,4880,23,96,670,0.8,880,160,2.8,0.4,0.27,0.35,CZ6,Shawville,QC,4880,-27,30,13,15,9,12,9,-12,-10,-4,5,12,17,20,18,13,7,0,-8
Sherbrooke,QC,185,45.42,-71.9,185,-28,-30,29,23,33,4700,23,96,900,1,1100,160,2.2,0.6,0.25,0.32,CZ6,Sherbrooke,QC,4700,-28,29,12,15,8,11,7,-11,-9,-4,4,11,16,18,18,13,7,1,-7
Sorel,QC,10,46.03,-73.12,10,-25,-27,29,23,33,4550,20,102,800,0.9,975,180,2.8,0.4,0.34,0.43,CZ6,Sorel,QC,4550,-25,29,11,15,9,17,16,-11,-9,-3,5,13,18,21,20,14,8,1,-7
Sutton,QC,185,45.1,-72.62,185,-25,-27,29,23,33,4600,23,96,990,1.1,1260,160,2.4,0.4,0.29,0.37,CZ6,Sutton,QC,4600,-25,29,11,15,8,10,7,-9,-8,-2,6,12,17,20,18,14,8,1,-6
Tadoussac,QC,65,48.15,-69.72,65,-26,-28,27,21,31,5450,18,96,700,0.9,1000,180,3.7,0.4,0.41,0.52,CZ7A,Tadoussac,QC,5450,-26,27,10,13,7,26,14,-13,-11,-5,2,9,14,17,16,11,5,-1,-9
Témiscaming,QC,240,46.72,-79.1,240,-30,-32,30,22,34,5020,23,96,730,0.9,940,100,2.5,0.4,0.25,0.32,CZ7A,Témiscaming,QC,5020,-30,30,11,13,8,10,8,-11,-8,-3,4,11,17,19,19,15,7,1,-6
Terrebonne,QC,20,45.69,-73.63,20,-25,-27,29,23,33,4500,23,96,830,0.9,1025,160,2.6,0.4,0.31,0.4,CZ6,Terrebonne,QC,4500,-25,29,11,15,8,13,11,-12,-9,-3,5,13,18,21,20,14,7,1,-7
Thetford Mines,QC,330,46.08,-71.3,330,-26,-28,28,22,32,5120,22,107,950,1.1,1230,160,3.5,0.6,0.27,0.35,CZ7A,Thetford Mines,QC,5120,-26,28,10,14,7,13,10,-12,-11,-5,3,11,16,18,17,12,6,-1,-8
Thurso,QC,50,45.6,-75.25,50,-26,-28,30,23,34,4820,23,91,800,0.9,950,160,2.4,0.4,0.31,0.4,CZ6,Thurso,QC,4820,-26,30,12,15,9,11,9,-13,-9,-3,5,13,18,21,19,14,8,1,-8
Trois-Rivières,QC,25,46.35,-72.55,25,-25,-28,29,23,33,4900,20,107,860,1,1050,180,2.8,0.4,0.34,0.43,CZ6,Trois-Rivières,QC,4900,-25,29,8,15,9,14,13,-10,-8,-3,4,12,18,21,20,15,9,2,-5
Val-d'Or,QC,310,48.1,-77.78,310,-33,-36,29,21,33,6180,20,86,640,0.8,925,100,3.4,0.3,0.25,0.32,CZ7B,Val-d'Or,QC,6180,-33,29,11,12,6,13,11,-17,-14,-8,1,10,15,18,16,11,5,-3,-12
Varennes,QC,15,45.68,-73.43,15,-24,-26,30,23,34,4500,23,96,810,0.9,1000,160,2.6,0.4,0.31,0.4,CZ6,Varennes,QC,4500,-24,30,11,15,9,17,11,-10,-8,-2,6,13,19,20,19,15,8,2,-5
Verchères,QC,15,45.78,-73.35,15,-24,-26,30,23,34,4450,23,96,810,0.9,1000,160,2.7,0.4,0.34,0.43,CZ6,Verchères,QC,4450,-24,30,11,15,9,17,11,-10,-9,-3,6,13,18,21,20,15,8,1,-6
Victoriaville,QC,125,46.05,-71.97,125,-26,-28,29,23,33,4900,21,102,850,1,1100,180,2.6,0.6,0.27,0.35,CZ6,Victoriaville,QC,4900,-26,29,11,15,8,12,10,-12,-9,-3,5,13,17,20,19,13,7,1,-8
Ville-Marie,QC,200,47.33,-79.43,200,-31,-34,30,22,34,5550,23,96,630,0.8,825,120,2.3,0.4,0.31,0.4,CZ7A,Ville-Marie,QC,5550,-31,30,11,13,7,11,10,-15,-12,-6,2,11,17,20,18,13,7,-1,-10
Wakefield,QC,120,45.64,-75.93,120,-27,-30,30,23,34,4820,23,91,780,0.9,1020,160,2.4,0.4,0.27,0.34,CZ6,Wakefield,QC,4820,-27,30,13,15,8,11,9,-12,-10,-3,5,13,17,20,18,13,7,0,-8
Waterloo,QC,205,45.35,-72.52,205,-25,-27,29,23,33,4650,23,96,980,1.1,1250,160,2.5,0.4,0.27,0.35,CZ6,Waterloo,ON,4200,-19,29,12,15,9,15,10,-7,-6,-1,6,13,17,20,19,14,8,2,-4
Windsor,QC,150,45.57,-72,150,-25,-27,29,23,33,4700,23,96,930,1,1075,160,2.3,0.4,0.25,0.32,CZ6,Windsor,ON,3400,-16,32,9,16,11,19,13,-4,-2,2,9,15,20,23,22,18,11,5,-1
Alma,NB,5,45.6,-64.95,5,-21,-23,26,20,29,4500,18,144,1175,1.3,1450,260,2.6,0.6,0.37,0.48,CZ6,Alma,NB,4500,-21,26,10,12,7,18,16,-7,-7,-2,4,9,14,17,17,13,8,3,-4
Bathurst,NB,10,47.62,-65.65,10,-23,-26,30,22,34,5020,20,106,775,0.9,1020,180,4.1,0.6,0.37,0.48,CZ7A,Bathurst,NB,5020,-23,30,11,13,7,17,12,-11,-10,-4,2,10,16,19,18,13,7,1,-8
Campbellton,NB,30,48,-66.67,30,-26,-28,29,22,33,5500,20,107,725,0.9,1025,180,4.3,0.4,0.35,0.45,CZ7A,Campbellton,NB,5500,-26,29,11,14,7,16,12,-13,-10,-4,2,9,16,19,17,12,6,0,-9
Edmundston,NB,160,47.37,-68.33,160,-27,-29,28,22,32,5320,23,91,750,0.9,1000,160,3.4,0.6,0.3,0.38,CZ7A,Edmundston,NB,5320,-27,28,12,14,7,13,9,-13,-12,-4,2,10,16,19,17,12,6,-1,-10
Fredericton,NB,15,45.95,-66.65,15,-24,-27,29,22,33,4670,22,112,900,1,1100,160,3.1,0.6,0.3,0.38,CZ6,Fredericton,NB,4670,-24,29,12,14,8,13,10,-10,-8,-2,4,11,16,19,19,14,8,2,-6
Gagetown,NB,20,45.79,-66.16,20,-24,-26,29,22,32,4460,20,112,900,1,1125,180,2.8,0.6,0.31,0.4,CZ6,Gagetown,NB,4460,-24,29,11,14,8,14,11,-9,-7,-2,5,11,16,20,19,14,8,2,-5
Grand Falls,NB,115,47.05,-67.73,115,-27,-30,28,22,32,5300,23,107,850,1,1100,160,3.6,0.6,0.3,0.38,CZ7A,Grand Falls,NB,5300,-27,28,11,14,7,13,9,-13,-11,-5,3,11,15,18,17,12,6,-1,-10
Miramichi,NB,5,47.03,-65.47,5,-24,-26,30,22,34,4950,20,96,825,1,1050,200,3.4,0.6,0.32,0.41,CZ6,Miramichi,NB,4950,-24,30,11,13,7,14,12,-10,-9,-3,3,10,15,19,18,13,7,0,-8
Moncton,NB,20,46.1,-64.78,20,-23,-25,28,21,31,4680,20,112,850,1,1175,220,3,0.6,0.39,0.5,CZ6,Moncton,NB,4680,-23,28,11,13,8,19,13,-9,-8,-3,3,10,15,19,18,14,8,2,-5
Oromocto,NB,20,45.84,-66.48,20,-24,-26,29,22,33,4650,22,112,900,1,1110,160,3,0.6,0.3,0.39,CZ6,Oromocto,NB,4650,-24,29,11,14,8,13,11,-9,-8,-2,5,11,16,19,19,14,8,2,-5
Sackville,NB,15,45.88,-64.37,15,-22,-24,27,21,30,4590,18,112,975,1.1,1175,220,2.5,0.6,0.38,0.49,CZ6,Sackville,NB,4590,-22,27,10,13,8,19,17,-8,-7,-2,4,9,14,18,18,14,8,2,-4
Saint Andrews,NB,35,45.07,-67.05,35,-22,-24,25,20,28,4680,19,123,1000,1.2,1200,220,2.8,0.6,0.35,0.45,CZ6,Saint Andrews,NB,4680,-22,25,10,13,8,15,8,-8,-7,-2,4,10,14,17,17,13,8,3,-4
Saint John,NB,5,45.27,-66.05,5,-22,-24,25,20,28,4570,18,139,1100,1.3,1425,260,2.3,0.6,0.41,0.53,CZ6,Saint John,NB,4570,-22,25,10,13,7,18,13,-8,-7,-2,4,10,14,17,17,13,8,3,-4
Shippagan,NB,5,47.73,-64.7,5,-22,-24,28,21,32,4930,18,96,800,1,1050,260,3.4,0.6,0.49,0.63,CZ6,Shippagan,NB,4930,-22,28,9,13,2,22,13,-10,-10,-4,2,9,15,19,18,14,7,1,-5
St. George,NB,35,45.13,-66.82,35,-21,-23,25,20,28,4680,18,123,1000,1.2,1200,220,2.8,0.6,0.35,0.45,CZ6,St. George,NB,4680,-21,25,11,13,8,13,7,-8,-7,-2,5,11,16,18,18,14,8,2,-5
St. Stephen,NB,20,45.2,-67.28,20,-24,-26,28,22,31,4700,20,123,1000,1.2,1160,180,2.9,0.6,0.33,0.42,CZ6,St. Stephen,NB,4700,-24,28,13,14,7,8,6,-8,-7,-2,5,11,16,18,18,14,8,2,-5
Woodstock,NB,60,46.16,-67.6,60,-26,-29,30,22,34,4910,22,107,875,1,1100,160,3.1,0.6,0.29,0.37,CZ6,Woodstock,NB,4910,-26,30,13,13,8,13,10,-12,-10,-3,4,11,16,19,18,13,7,0,-8
Amherst,NS,25,45.83,-64.2,25,-21,-24,27,21,31,4500,18,118,950,1.1,1150,220,2.4,0.6,0.37,0.48,CZ6,Amherst,NS,4500,-21,27,9,13,8,19,17,-8,-6,-2,4,10,15,18,18,14,8,3,-3
Antigonish,NS,10,45.62,-62,10,-17,-20,27,21,31,4510,15,123,1100,1.3,1250,240,2.3,0.6,0.42,0.54,CZ6,Antigonish,NS,4510,-17,27,11,13,8,18,15,-7,-5,-2,4,9,14,19,18,14,8,4,-2
Bridgewater,NS,10,44.38,-64.52,10,-15,-17,27,20,30,4140,16,144,1300,1.5,1475,260,1.9,0.6,0.43,0.55,CZ6,Bridgewater,NS,4140,-15,27,13,12,7,19,15,-5,-5,0,5,10,15,19,19,14,8,4,-2
Canso,NS,5,45.33,-61,5,-13,-15,25,20,29,4400,15,123,1325,1.5,1400,260,1.7,0.6,0.48,0.61,CZ6,Canso,NS,4400,-13,25,6,13,8,23,17,-3,-4,-1,3,7,12,17,18,16,10,5,1
Debert,NS,45,45.43,-63.47,45,-21,-24,27,21,31,4500,18,118,1000,1.2,1200,240,2.1,0.6,0.37,0.48,CZ6,Debert,NS,4500,-21,27,12,13,7,17,12,-7,-6,-2,4,10,15,19,18,14,8,3,-4
Digby,NS,35,44.62,-65.77,35,-15,-17,25,20,28,4020,15,130,1100,1.3,1275,260,2.2,0.6,0.43,0.55,CZ6,Digby,NS,4020,-15,25,9,13,9,18,14,-4,-4,0,5,11,15,18,18,14,9,5,-1
Greenwood (CFB),NS,28,44.98,-64.9,28,-18,-20,29,22,32,4140,16,118,925,1.1,1100,280,2.7,0.6,0.42,0.54,CZ6,Greenwood (CFB),NS,4140,-18,29,11,14,7,18,12,-5,-5,-1,5,11,16,20,19,15,9,4,-2
Dartmouth,NS,10,44.67,-63.57,10,-16,-18,26,20,29,4100,18,144,1250,1.4,1400,280,1.6,0.6,0.45,0.58,CZ6,Dartmouth,NS,4100,-16,26,8,12,8,18,11,-5,-4,-1,4,9,14,18,18,15,10,5,-1
Halifax,NS,55,44.65,-63.6,55,-16,-18,26,20,29,4000,17,150,1350,1.5,1500,280,1.9,0.6,0.45,0.58,CZ6,Halifax,NS,4000,-16,26,8,12,8,18,11,-5,-4,-1,4,9,14,18,18,15,10,5,-1
Kentville,NS,25,45.08,-64.5,25,-18,-20,28,21,31,4130,17,118,950,1.1,1200,260,2.6,0.6,0.42,0.54,CZ6,Kentville,NS,4130,-18,28,11,13,9,12,8,-4,-3,0,5,11,17,20,19,16,9,4,-1
Liverpool,NS,20,44.03,-64.72,20,-16,-18,27,20,30,3990,16,150,1325,1.5,1425,280,1.7,0.6,0.48,0.61,CZ5,Liverpool,NS,3990,-16,27,7,12,9,22,15,-4,-3,0,4,8,12,15,16,14,10,5,0
Lockeport,NS,5,43.7,-65.12,5,-14,-16,25,20,28,4000,18,139,1250,1.4,1450,280,1.4,0.6,0.47,0.6,CZ6,Lockeport,NS,4000,-14,25,6,13,9,22,15,2,2,1,0,-1,-1,-2,-1,0,1,1,2
Louisbourg,NS,5,45.92,-59.98,5,-15,-17,26,20,30,4530,15,118,1300,1.5,1500,300,2.1,0.7,0.51,0.65,CZ6,Louisbourg,NS,4530,-15,26,8,12,8,22,18,-5,-5,-2,2,7,12,16,17,14,9,4,-2
Lunenburg,NS,25,44.38,-64.32,25,-15,-17,26,20,29,4140,16,144,1300,1.5,1450,260,1.9,0.6,0.48,0.61,CZ6,Lunenburg,NS,4140,-15,26,7,12,8,22,15,-4,-3,0,4,8,12,15,16,14,10,5,0
New Glasgow,NS,30,45.58,-62.65,30,-19,-21,27,21,31,4320,15,135,975,1.1,1200,260,2.2,0.6,0.43,0.55,CZ6,New Glasgow,NS,4320,-19,27,11,13,7,19,15,-7,-7,-2,3,10,16,19,18,14,8,3,-3
North Sydney,NS,20,46.22,-60.25,20,-16,-19,27,21,31,4500,15,123,1200,1.4,1475,300,2.4,0.6,0.46,0.59,CZ6,North Sydney,NS,4500,-16,27,10,13,8,21,16,-5,-6,-3,2,8,13,18,18,14,9,4,-2
Pictou,NS,25,45.68,-62.72,25,-19,-21,27,21,31,4310,15,107,950,1.1,1175,260,2.2,0.6,0.43,0.55,CZ6,Pictou,NS,4310,-19,27,10,13,8,19,15,-7,-7,-2,3,9,16,19,19,14,8,3,-2
Port Hawkesbury,NS,40,45.62,-61.35,40,-17,-19,27,21,31,4500,15,128,1325,1.5,1450,260,2.1,0.6,0.48,0.61,CZ6,Port Hawkesbury,NS,4500,-17,27,9,13,8,19,13,-6,-8,-3,3,8,14,18,18,14,9,4,-3
Springhill,NS,185,45.65,-64.05,185,-20,-23,27,21,31,4540,18,118,1075,1.2,1175,220,3.1,0.6,0.37,0.48,CZ6,Springhill,NS,4540,-20,27,9,13,7,19,17,-7,-7,-3,3,10,15,19,18,14,8,2,-4
Stewiacke,NS,25,45.13,-63.35,25,-20,-22,27,21,30,4400,18,128,1050,1.2,1250,240,1.8,0.6,0.39,0.5,CZ6,Stewiacke,NS,4400,-20,27,11,13,7,19,14,-5,-4,-1,5,11,15,19,19,14,8,3,-2
Sydney,NS,5,46.15,-60.18,5,-16,-19,27,21,31,4530,15,123,1200,1.4,1475,300,2.3,0.6,0.46,0.59,CZ6,Sydney,NS,4530,-16,27,9,13,8,21,16,-5,-6,-3,2,8,13,18,18,14,9,4,-2
Tatamagouche,NS,25,45.72,-63.3,25,-20,-23,27,21,31,4380,18,118,875,1.1,1150,260,2.2,0.6,0.43,0.55,CZ6,Tatamagouche,NS,4380,-20,27,11,13,8,19,15,-7,-6,-2,3,10,16,19,19,14,8,3,-3
Truro,NS,25,45.37,-63.27,25,-20,-22,27,21,30,4500,18,118,1000,1.2,1175,240,2,0.6,0.37,0.48,CZ6,Truro,NS,4500,-20,27,12,13,7,14,10,-7,-7,-2,4,10,15,18,18,13,8,3,-4
Wolfville,NS,35,45.08,-64.37,35,-19,-21,28,21,31,4140,17,118,975,1.1,1175,260,2.6,0.6,0.42,0.54,CZ6,Wolfville,NS,4140,-19,28,11,13,9,12,8,-4,-3,0,5,11,17,20,19,16,9,4,-1
Yarmouth,NS,10,43.83,-66.12,10,-14,-16,22,19,25,3990,19,135,1125,1.3,1260,280,1.8,0.6,0.44,0.56,CZ5,Yarmouth,NS,3990,-14,22,7,13,9,22,14,-3,-3,0,5,10,14,17,17,14,10,5,0
Charlottetown,PE,5,46.23,-63.13,5,-20,-22,26,21,30,4460,16,107,900,1.1,1150,350,2.7,0.6,0.44,0.56,CZ6,Charlottetown,PE,4460,-20,26,9,14,8,18,14,-8,-7,-3,3,9,15,19,18,14,8,3,-3
Souris,PE,5,46.35,-62.25,5,-19,-21,27,21,31,4550,15,112,950,1.1,1130,350,2.7,0.6,0.45,0.58,CZ6,Souris,PE,4550,-19,27,6,13,8,27,19,-5,-6,-3,2,7,13,18,18,15,10,4,-1
Summerside,PE,10,46.4,-63.78,10,-20,-22,27,21,31,4600,16,112,825,1,1060,350,3.1,0.6,0.47,0.6,CZ6,Summerside,PE,4600,-20,27,8,13,8,20,16,-8,-7,-3,3,10,15,19,19,15,9,3,-4
Tignish,PE,10,46.95,-64.03,10,-20,-22,27,21,31,4770,16,96,800,1,1100,350,3.2,0.6,0.51,0.66,CZ6,Tignish,PE,4770,-20,27,6,13,9,30,19,-7,-7,-3,2,8,15,19,19,15,10,4,-2
Argentia,NL,15,47.3,-53.98,15,-12,-14,21,18,25,4600,15,107,1250,1.5,1400,400,2.4,0.7,0.59,0.75,CZ6,Argentia,NL,4600,-12,21,5,12,8,29,18,-3,-3,-1,3,6,10,14,16,13,9,5,1
Bonavista,NL,15,48.65,-53.12,15,-14,-16,24,19,28,5000,18,96,825,1.1,1010,400,3.1,0.6,0.66,0.84,CZ7A,Bonavista,NL,5000,-14,24,7,12,7,39,25,-5,-5,-3,1,6,10,15,16,12,8,3,-1
Buchans,NL,255,48.82,-56.87,255,-24,-27,27,20,31,5250,13,107,850,1,1125,200,4.7,0.6,0.47,0.6,CZ7A,Buchans,NL,5250,-24,27,9,12,6,24,17,-8,-9,-5,1,7,12,16,16,11,5,0,-5
Cape Harrison,NL,5,54.78,-57.95,5,-29,-31,26,16,30,6900,10,106,475,0.9,950,350,6.3,0.4,0.47,0.6,CZ7B,Cape Harrison,NL,6900,-29,26,8,7,5,24,17,-16,-15,-10,-3,3,7,12,12,9,3,-3,-10
Cape Race,NL,5,46.65,-53.07,5,-11,-13,19,18,23,4900,18,130,1425,1.7,1550,400,2.3,0.7,0.82,1.05,CZ6,Cape Race,NL,4900,-11,19,5,13,7,34,22,-3,-4,-2,1,4,8,12,15,12,8,4,0
Channel-Port aux Basques,NL,5,47.57,-59.15,5,-13,-15,19,18,23,5000,13,123,1175,1.4,1520,450,3.6,0.7,0.61,0.78,CZ7A,Channel-Port aux Basques,NL,5000,-13,19,6,13,7,32,19,-5,-6,-3,1,5,9,14,15,12,7,3,-2
Corner Brook,NL,35,48.95,-57.95,35,-16,-18,26,20,30,4760,13,91,875,1.1,1190,300,3.7,0.6,0.43,0.55,CZ6,Corner Brook,NL,4760,-16,26,9,12,8,12,9,-7,-7,-4,2,8,13,17,17,13,7,2,-3
Gander,NL,125,48.98,-54.59,125,-18,-20,27,20,31,5110,18,91,775,1,1180,280,3.7,0.6,0.47,0.6,CZ7A,Gander,NL,5110,-18,27,9,12,7,24,17,-7,-7,-4,2,7,12,16,16,12,6,1,-4
